Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Canyon Lake (Mormon Flat Dam),94,"1,656.90","54,470",3.60,"3,382","-1,239",0.00,2021-07-03,107,83 ,42,24
Saguaro Lake (Stewart Mountain Dam),93,"1,525.13","64,975",3.87,"4,790","1,273",0.00,2021-07-03,107,83 ,42,24
Total Salt system,72,,"1,445,431",,"558,856","-2,343",,2021-07-03,107,83 ,42,24
Horseshoe Lake (Horseshoe Dam),1,"1,958.06","1,388",67.94,"107,829",79,0.00,2021-07-03,107,83 ,42,24
Bartlett Lake (Bartlett Dam),47,"1,755.61","84,194",42.39,"93,992",-224,0.00,2021-07-03,107,83 ,42,24
Total Verde system,30,,"85,582",,"201,821",-145,,2021-07-03,107,83 ,42,24
Total Reservoir System,67,,"1,531,013",,"760,677","-2,488",,2021-07-03,107,83 ,42,24
Total system year ago,92,,,,,,,2021-07-03,107,83 ,42,24
Roosevelt Lake (Roosevelt Dam),67,"2,122.69","1,097,462",28.31,"534,070","-1,687",1.38,2021-07-04,107,84 ,85,23
Apache Lake (Horse Mesa Dam),93,"1,907.09","227,163",6.91,"17,975",326,0.12,2021-07-04,107,84 ,85,23
Canyon Lake (Mormon Flat Dam),94,"1,657.10","54,659",3.40,"3,193",189,0.22,2021-07-04,107,84 ,85,23
Saguaro Lake (Stewart Mountain Dam),93,"1,525.15","65,003",3.85,"4,762",28,0.70,2021-07-04,107,84 ,85,23
Total Salt system,72,,"1,444,287",,"560,000","-1,144",,2021-07-04,107,84 ,85,23
Horseshoe Lake (Horseshoe Dam),1,"1,958.40","1,483",67.60,"107,734",95,0.20,2021-07-04,107,84 ,85,23
Bartlett Lake (Bartlett Dam),47,"1,755.54","84,073",42.46,"94,113",-121,0.36,2021-07-04,107,84 ,85,23
Total Verde system,30,,"85,556",,"201,847",-26,,2021-07-04,107,84 ,85,23
Total Reservoir System,67,,"1,529,843",,"761,847","-1,170",,2021-07-04,107,84 ,85,23
Total system year ago,92,,,,,,,2021-07-04,107,84 ,85,23
Roosevelt Lake (Roosevelt Dam),67,"2,122.57","1,095,514",28.43,"536,018","-1,948",0.00,2021-07-05,107,84 ,74,31
Apache Lake (Horse Mesa Dam),93,"1,907.34","227,792",6.66,"17,346",629,0.00,2021-07-05,107,84 ,74,31
Canyon Lake (Mormon Flat Dam),95,"1,657.18","54,729",3.32,"3,123",70,0.00,2021-07-05,107,84 ,74,31
Saguaro Lake (Stewart Mountain Dam),93,"1,524.99","64,804",4.01,"4,961",-199,0.00,2021-07-05,107,84 ,74,31
Total Salt system,72,,"1,442,839",,"561,448","-1,448",,2021-07-05,107,84 ,74,31
Horseshoe Lake (Horseshoe Dam),1,"1,958.70","1,574",67.30,"107,643",91,0.00,2021-07-05,107,84 ,74,31
Bartlett Lake (Bartlett Dam),47,"1,755.43","83,887",42.57,"94,299",-186,0.01,2021-07-05,107,84 ,74,31
Total Verde system,30,,"85,461",,"201,942",-95,,2021-07-05,107,84 ,74,31
Total Reservoir System,67,,"1,528,300",,"763,390","-1,543",,2021-07-05,107,84 ,74,31
Total system year ago,92,,,,,,,2021-07-05,107,84 ,74,31
Roosevelt Lake (Roosevelt Dam),67,"2,122.47","1,093,947",28.53,"537,585","-1,567",0.00,2021-07-06,107,84 ,45,16
Apache Lake (Horse Mesa Dam),93,"1,907.35","227,813",6.65,"17,325",21,0.00,2021-07-06,107,84 ,45,16
Canyon Lake (Mormon Flat Dam),94,"1,657.10","54,652",3.40,"3,200",-77,0.00,2021-07-06,107,84 ,45,16
Saguaro Lake (Stewart Mountain Dam),93,"1,525.06","64,885",3.94,"4,880",81,0.00,2021-07-06,107,84 ,45,16
Total Salt system,72,,"1,441,297",,"562,990","-1,542",,2021-07-06,107,84 ,45,16
Horseshoe Lake (Horseshoe Dam),2,"1,958.95","1,653",67.05,"107,564",79,0.00,2021-07-06,107,84 ,45,16
Bartlett Lake (Bartlett Dam),47,"1,755.30","83,670",42.70,"94,516",-217,0.00,2021-07-06,107,84 ,45,16
Total Verde system,30,,"85,323",,"202,080",-138,,2021-07-06,107,84 ,45,16
Total Reservoir System,67,,"1,526,620",,"765,070","-1,680",,2021-07-06,107,84 ,45,16
Total system year ago,92,,,,,,,2021-07-06,107,84 ,45,16
Roosevelt Lake (Roosevelt Dam),67,"2,122.33","1,091,685",28.67,"539,847","-2,262",0.00,2021-07-07,107,84 ,31,9
Apache Lake (Horse Mesa Dam),93,"1,907.36","227,851",6.64,"17,287",38,0.00,2021-07-07,107,84 ,31,9
Canyon Lake (Mormon Flat Dam),95,"1,657.35","54,889",3.15,"2,963",237,0.00,2021-07-07,107,84 ,31,9
Saguaro Lake (Stewart Mountain Dam),93,"1,524.81","64,586",4.19,"5,179",-299,0.00,2021-07-07,107,84 ,31,9
Total Salt system,72,,"1,439,011",,"565,276","-2,286",,2021-07-07,107,84 ,31,9
Horseshoe Lake (Horseshoe Dam),2,"1,959.16","1,716",66.84,"107,501",63,0.00,2021-07-07,107,84 ,31,9
Bartlett Lake (Bartlett Dam),47,"1,755.17","83,456",42.83,"94,730",-214,0.00,2021-07-07,107,84 ,31,9
Total Verde system,30,,"85,172",,"202,231",-151,,2021-07-07,107,84 ,31,9
Total Reservoir System,67,,"1,524,183",,"767,507","-2,437",,2021-07-07,107,84 ,31,9
Total system year ago,92,,,,,,,2021-07-07,107,84 ,31,9
Roosevelt Lake (Roosevelt Dam),67,"2,122.18","1,089,116",28.82,"542,416","-2,569",0.00,2021-07-08,107,84 ,30,12
Apache Lake (Horse Mesa Dam),93,"1,907.50","228,196",6.50,"16,942",345,0.00,2021-07-08,107,84 ,30,12
Canyon Lake (Mormon Flat Dam),96,"1,657.83","55,337",2.67,"2,515",448,0.00,2021-07-08,107,84 ,30,12
Saguaro Lake (Stewart Mountain Dam),92,"1,524.25","63,917",4.75,"5,848",-669,0.00,2021-07-08,107,84 ,30,12
Total Salt system,72,,"1,436,566",,"567,721","-2,445",,2021-07-08,107,84 ,30,12
Horseshoe Lake (Horseshoe Dam),2,"1,959.36","1,777",66.64,"107,440",61,0.00,2021-07-08,107,84 ,30,12
Bartlett Lake (Bartlett Dam),47,"1,755.06","83,270",42.94,"94,916",-186,0.00,2021-07-08,107,84 ,30,12
Total Verde system,30,,"85,047",,"202,356",-125,,2021-07-08,107,84 ,30,12
Total Reservoir System,66,,"1,521,613",,"770,077","-2,570",,2021-07-08,107,84 ,30,12
Total system year ago,92,,,,,,,2021-07-08,107,84 ,30,12
Roosevelt Lake (Roosevelt Dam),67,"2,122.05","1,087,058",28.95,"544,474","-2,058",0.00,2021-07-09,107,84 ,41,18
Apache Lake (Horse Mesa Dam),93,"1,907.54","228,311",6.46,"16,827",115,0.00,2021-07-09,107,84 ,41,18
Canyon Lake (Mormon Flat Dam),95,"1,657.34","54,882",3.16,"2,970",-455,0.00,2021-07-09,107,84 ,41,18
Saguaro Lake (Stewart Mountain Dam),92,"1,524.35","64,033",4.65,"5,732",116,0.00,2021-07-09,107,84 ,41,18
Total Salt system,72,,"1,434,284",,"570,003","-2,282",,2021-07-09,107,84 ,41,18
Horseshoe Lake (Horseshoe Dam),2,"1,959.60","1,855",66.40,"107,362",78,0.00,2021-07-09,107,84 ,41,18
Bartlett Lake (Bartlett Dam),47,"1,754.92","83,031",43.08,"95,155",-239,0.00,2021-07-09,107,84 ,41,18
Total Verde system,30,,"84,886",,"202,517",-161,,2021-07-09,107,84 ,41,18
Total Reservoir System,66,,"1,519,170",,"772,520","-2,443",,2021-07-09,107,84 ,41,18
Total system year ago,92,,,,,,,2021-07-09,107,84 ,41,18
Roosevelt Lake (Roosevelt Dam),66,"2,121.89","1,084,491",29.11,"547,041","-2,567",0.09,2021-07-10,107,84 ,36,19
Apache Lake (Horse Mesa Dam),92,"1,906.82","226,474",7.18,"18,664","-1,837",0.00,2021-07-10,107,84 ,36,19
Canyon Lake (Mormon Flat Dam),95,"1,657.41","54,945",3.09,"2,907",63,0.00,2021-07-10,107,84 ,36,19
Saguaro Lake (Stewart Mountain Dam),94,"1,525.78","65,760",3.22,"4,005","1,727",0.00,2021-07-10,107,84 ,36,19
Total Salt system,71,,"1,431,670",,"572,617","-2,614",,2021-07-10,107,84 ,36,19
Horseshoe Lake (Horseshoe Dam),2,"1,959.83","1,930",66.17,"107,287",75,0.00,2021-07-10,107,84 ,36,19
Bartlett Lake (Bartlett Dam),46,"1,754.77","82,787",43.23,"95,399",-244,0.00,2021-07-10,107,84 ,36,19
Total Verde system,29,,"84,717",,"202,686",-169,,2021-07-10,107,84 ,36,19
Total Reservoir System,66,,"1,516,387",,"775,303","-2,783",,2021-07-10,107,84 ,36,19
Total system year ago,91,,,,,,,2021-07-10,107,84 ,36,19
Roosevelt Lake (Roosevelt Dam),66,"2,121.78","1,082,816",29.22,"548,716","-1,675",0.00,2021-07-11,107,85 ,50,18
Apache Lake (Horse Mesa Dam),93,"1,907.63","228,541",6.37,"16,597","2,067",0.00,2021-07-11,107,85 ,50,18
Canyon Lake (Mormon Flat Dam),95,"1,657.14","54,694",3.36,"3,158",-251,0.00,2021-07-11,107,85 ,50,18
Saguaro Lake (Stewart Mountain Dam),91,"1,523.90","63,494",5.10,"6,271","-2,266",0.00,2021-07-11,107,85 ,50,18
Total Salt system,71,,"1,429,545",,"574,742","-2,125",,2021-07-11,107,85 ,50,18
Horseshoe Lake (Horseshoe Dam),2,"1,960.06","2,008",65.94,"107,209",78,0.36,2021-07-11,107,85 ,50,18
Bartlett Lake (Bartlett Dam),46,"1,754.66","82,612",43.34,"95,574",-175,0.25,2021-07-11,107,85 ,50,18
Total Verde system,29,,"84,620",,"202,783",-97,,2021-07-11,107,85 ,50,18
Total Reservoir System,66,,"1,514,165",,"777,525","-2,222",,2021-07-11,107,85 ,50,18
Total system year ago,91,,,,,,,2021-07-11,107,85 ,50,18
Roosevelt Lake (Roosevelt Dam),66,"2,121.68","1,081,100",29.32,"550,432","-1,716",0.00,2021-07-12,107,85 ,57,19
Apache Lake (Horse Mesa Dam),92,"1,906.55","225,787",7.45,"19,351","-2,754",0.00,2021-07-12,107,85 ,57,19
Canyon Lake (Mormon Flat Dam),95,"1,657.38","54,910",3.12,"2,942",216,0.00,2021-07-12,107,85 ,57,19
Saguaro Lake (Stewart Mountain Dam),94,"1,525.45","65,367",3.55,"4,398","1,873",0.00,2021-07-12,107,85 ,57,19
Total Salt system,71,,"1,427,164",,"577,123","-2,381",,2021-07-12,107,85 ,57,19
Horseshoe Lake (Horseshoe Dam),2,"1,960.23","2,067",65.77,"107,150",59,0.00,2021-07-12,107,85 ,57,19
Bartlett Lake (Bartlett Dam),46,"1,754.53","82,395",43.47,"95,791",-217,0.00,2021-07-12,107,85 ,57,19
Total Verde system,29,,"84,462",,"202,941",-158,,2021-07-12,107,85 ,57,19
Total Reservoir System,66,,"1,511,626",,"780,064","-2,539",,2021-07-12,107,85 ,57,19
Total system year ago,91,,,,,,,2021-07-12,107,85 ,57,19
Roosevelt Lake (Roosevelt Dam),66,"2,121.54","1,078,884",29.46,"552,648","-2,216",0.00,2021-07-13,107,85 ,37,21
Apache Lake (Horse Mesa Dam),92,"1,906.88","226,607",7.12,"18,531",820,0.00,2021-07-13,107,85 ,37,21
Canyon Lake (Mormon Flat Dam),95,"1,657.53","55,056",2.97,"2,796",146,0.04,2021-07-13,107,85 ,37,21
Saguaro Lake (Stewart Mountain Dam),93,"1,524.92","64,721",4.08,"5,044",-646,0.00,2021-07-13,107,85 ,37,21
Total Salt system,71,,"1,425,268",,"579,019","-1,896",,2021-07-13,107,85 ,37,21
Horseshoe Lake (Horseshoe Dam),2,"1,960.38","2,118",65.62,"107,099",51,0.00,2021-07-13,107,85 ,37,21
Bartlett Lake (Bartlett Dam),46,"1,754.51","82,355",43.49,"95,831",-40,0.24,2021-07-13,107,85 ,37,21
Total Verde system,29,,"84,473",,"202,930",11,,2021-07-13,107,85 ,37,21
Total Reservoir System,66,,"1,509,741",,"781,949","-1,885",,2021-07-13,107,85 ,37,21
Total system year ago,91,,,,,,,2021-07-13,107,85 ,37,21
Roosevelt Lake (Roosevelt Dam),66,"2,121.43","1,077,184",29.57,"554,348","-1,700",0.00,2021-07-14,107,85 ,48,20
Apache Lake (Horse Mesa Dam),93,"1,907.04","227,028",6.96,"18,110",421,0.00,2021-07-14,107,85 ,48,20
Canyon Lake (Mormon Flat Dam),95,"1,657.21","54,757",3.29,"3,095",-299,0.00,2021-07-14,107,85 ,48,20
Saguaro Lake (Stewart Mountain Dam),93,"1,525.04","64,867",3.96,"4,898",146,0.00,2021-07-14,107,85 ,48,20
Total Salt system,71,,"1,423,836",,"580,451","-1,432",,2021-07-14,107,85 ,48,20
Horseshoe Lake (Horseshoe Dam),2,"1,960.54","2,175",65.46,"107,042",57,0.00,2021-07-14,107,85 ,48,20
Bartlett Lake (Bartlett Dam),46,"1,754.41","82,184",43.59,"96,002",-171,0.09,2021-07-14,107,85 ,48,20
Total Verde system,29,,"84,359",,"203,044",-114,,2021-07-14,107,85 ,48,20
Total Reservoir System,66,,"1,508,195",,"783,495","-1,546",,2021-07-14,107,85 ,48,20
Total system year ago,91,,,,,,,2021-07-14,107,85 ,48,20
Roosevelt Lake (Roosevelt Dam),66,"2,121.47","1,077,865",29.53,"553,667",681,1.65,2021-07-15,107,85 ,85,29
Apache Lake (Horse Mesa Dam),92,"1,906.52","225,690",7.48,"19,448","-1,338",0.01,2021-07-15,107,85 ,85,29
Canyon Lake (Mormon Flat Dam),95,"1,657.34","54,875",3.16,"2,977",118,0.25,2021-07-15,107,85 ,85,29
Saguaro Lake (Stewart Mountain Dam),92,"1,524.68","64,431",4.32,"5,334",-436,0.22,2021-07-15,107,85 ,85,29
Total Salt system,71,,"1,422,861",,"581,426",-975,,2021-07-15,107,85 ,85,29
Horseshoe Lake (Horseshoe Dam),2,"1,961.54","2,568",64.46,"106,649",393,0.12,2021-07-15,107,85 ,85,29
Bartlett Lake (Bartlett Dam),46,"1,754.31","82,026",43.69,"96,160",-158,0.55,2021-07-15,107,85 ,85,29
Total Verde system,29,,"84,594",,"202,809",235,,2021-07-15,107,85 ,85,29
Total Reservoir System,66,,"1,507,455",,"784,235",-740,,2021-07-15,107,85 ,85,29
Total system year ago,91,,,,,,,2021-07-15,107,85 ,85,29
Roosevelt Lake (Roosevelt Dam),66,"2,121.45","1,077,453",29.55,"554,079",-412,0.17,2021-07-16,107,85 ,59,30
Apache Lake (Horse Mesa Dam),92,"1,906.00","224,380",8.00,"20,758","-1,310",0.00,2021-07-16,107,85 ,59,30
Canyon Lake (Mormon Flat Dam),95,"1,657.23","54,777",3.27,"3,075",-98,0.10,2021-07-16,107,85 ,59,30
Saguaro Lake (Stewart Mountain Dam),93,"1,525.17","65,021",3.83,"4,744",590,0.66,2021-07-16,107,85 ,59,30
Total Salt system,71,,"1,421,631",,"582,656","-1,230",,2021-07-16,107,85 ,59,30
Horseshoe Lake (Horseshoe Dam),3,"1,962.30","2,903",63.70,"106,314",335,0.00,2021-07-16,107,85 ,59,30
Bartlett Lake (Bartlett Dam),46,"1,754.16","81,786",43.84,"96,400",-240,0.47,2021-07-16,107,85 ,59,30
Total Verde system,29,,"84,689",,"202,714",95,,2021-07-16,107,85 ,59,30
Total Reservoir System,66,,"1,506,320",,"785,370","-1,135",,2021-07-16,107,85 ,59,30
Total system year ago,91,,,,,,,2021-07-16,107,85 ,59,30
Roosevelt Lake (Roosevelt Dam),66,"2,121.35","1,075,806",29.65,"555,726","-1,647",0.19,2021-07-17,107,85 ,65,30
Apache Lake (Horse Mesa Dam),92,"1,906.64","225,995",7.36,"19,143","1,615",0.06,2021-07-17,107,85 ,65,30
Canyon Lake (Mormon Flat Dam),94,"1,657.06","54,618",3.44,"3,234",-159,0.15,2021-07-17,107,85 ,65,30
Saguaro Lake (Stewart Mountain Dam),91,"1,523.82","63,396",5.18,"6,369","-1,625",0.11,2021-07-17,107,85 ,65,30
Total Salt system,71,,"1,419,815",,"584,472","-1,816",,2021-07-17,107,85 ,65,30
Horseshoe Lake (Horseshoe Dam),3,"1,963.03","3,260",62.97,"105,957",357,0.10,2021-07-17,107,85 ,65,30
Bartlett Lake (Bartlett Dam),46,"1,754.03","81,565",43.97,"96,621",-221,0.00,2021-07-17,107,85 ,65,30
Total Verde system,30,,"84,825",,"202,578",136,,2021-07-17,107,85 ,65,30
Total Reservoir System,66,,"1,504,640",,"787,050","-1,680",,2021-07-17,107,85 ,65,30
Total system year ago,90,,,,,,,2021-07-17,107,85 ,65,30
Roosevelt Lake (Roosevelt Dam),66,"2,121.29","1,074,890",29.71,"556,642",-916,0.00,2021-07-18,107,85 ,55,27
Apache Lake (Horse Mesa Dam),91,"1,905.95","224,245",8.05,"20,893","-1,750",0.00,2021-07-18,107,85 ,55,27
Canyon Lake (Mormon Flat Dam),96,"1,657.94","55,436",2.56,"2,416",818,0.00,2021-07-18,107,85 ,55,27
Saguaro Lake (Stewart Mountain Dam),93,"1,524.96","64,767",4.04,"4,998","1,371",0.00,2021-07-18,107,85 ,55,27
Total Salt system,71,,"1,419,338",,"584,949",-477,,2021-07-18,107,85 ,55,27
Horseshoe Lake (Horseshoe Dam),4,"1,964.41","4,009",61.59,"105,208",749,0.00,2021-07-18,107,85 ,55,27
Bartlett Lake (Bartlett Dam),46,"1,753.86","81,284",44.14,"96,902",-281,0.00,2021-07-18,107,85 ,55,27
Total Verde system,30,,"85,293",,"202,110",468,,2021-07-18,107,85 ,55,27
Total Reservoir System,66,,"1,504,631",,"787,059",-9,,2021-07-18,107,85 ,55,27
Total system year ago,90,,,,,,,2021-07-18,107,85 ,55,27
Roosevelt Lake (Roosevelt Dam),66,"2,121.19","1,073,307",29.81,"558,225","-1,583",0.00,2021-07-19,107,85 ,52,31
Apache Lake (Horse Mesa Dam),91,"1,905.95","224,245",8.05,"20,893",0,0.00,2021-07-19,107,85 ,52,31
Canyon Lake (Mormon Flat Dam),95,"1,657.37","54,903",3.13,"2,949",-533,0.00,2021-07-19,107,85 ,52,31
Saguaro Lake (Stewart Mountain Dam),94,"1,525.51","65,430",3.49,"4,335",663,0.00,2021-07-19,107,85 ,52,31
Total Salt system,71,,"1,417,885",,"586,402","-1,453",,2021-07-19,107,85 ,52,31
Horseshoe Lake (Horseshoe Dam),4,"1,964.99","4,362",61.01,"104,855",353,0.00,2021-07-19,107,85 ,52,31
Bartlett Lake (Bartlett Dam),46,"1,753.80","81,192",44.20,"96,994",-92,0.00,2021-07-19,107,85 ,52,31
Total Verde system,30,,"85,554",,"201,849",261,,2021-07-19,107,85 ,52,31
Total Reservoir System,66,,"1,503,439",,"788,251","-1,192",,2021-07-19,107,85 ,52,31
Total system year ago,90,,,,,,,2021-07-19,107,85 ,52,31
Roosevelt Lake (Roosevelt Dam),66,"2,121.12","1,072,173",29.88,"559,359","-1,134",0.00,2021-07-20,106,85 ,48,25
Apache Lake (Horse Mesa Dam),91,"1,905.77","223,789",8.23,"21,349",-456,0.00,2021-07-20,106,85 ,48,25
Canyon Lake (Mormon Flat Dam),96,"1,657.94","55,436",2.56,"2,416",533,0.00,2021-07-20,106,85 ,48,25
Saguaro Lake (Stewart Mountain Dam),94,"1,525.88","65,888",3.12,"3,877",458,0.00,2021-07-20,106,85 ,48,25
Total Salt system,71,,"1,417,286",,"587,001",-599,,2021-07-20,106,85 ,48,25
Horseshoe Lake (Horseshoe Dam),4,"1,965.46","4,652",60.54,"104,565",290,0.00,2021-07-20,106,85 ,48,25
Bartlett Lake (Bartlett Dam),45,"1,753.71","81,040",44.29,"97,146",-152,0.00,2021-07-20,106,85 ,48,25
Total Verde system,30,,"85,692",,"201,711",138,,2021-07-20,106,85 ,48,25
Total Reservoir System,66,,"1,502,978",,"788,712",-461,,2021-07-20,106,85 ,48,25
Total system year ago,90,,,,,,,2021-07-20,106,85 ,48,25
Roosevelt Lake (Roosevelt Dam),66,"2,120.95","1,069,507",30.05,"562,025","-2,666",0.00,2021-07-21,106,85 ,44,23
Apache Lake (Horse Mesa Dam),92,"1,906.52","225,711",7.48,"19,427","1,922",0.04,2021-07-21,106,85 ,44,23
Canyon Lake (Mormon Flat Dam),96,"1,658.15","55,632",2.35,"2,220",196,0.00,2021-07-21,106,85 ,44,23
Saguaro Lake (Stewart Mountain Dam),93,"1,525.09","64,921",3.91,"4,844",-967,0.00,2021-07-21,106,85 ,44,23
Total Salt system,71,,"1,415,771",,"588,516","-1,515",,2021-07-21,106,85 ,44,23
Horseshoe Lake (Horseshoe Dam),5,"1,965.97","4,993",60.03,"104,224",341,0.00,2021-07-21,106,85 ,44,23
Bartlett Lake (Bartlett Dam),45,"1,753.61","80,876",44.39,"97,310",-164,0.00,2021-07-21,106,85 ,44,23
Total Verde system,30,,"85,869",,"201,534",177,,2021-07-21,106,85 ,44,23
Total Reservoir System,66,,"1,501,640",,"790,050","-1,338",,2021-07-21,106,85 ,44,23
Total system year ago,90,,,,,,,2021-07-21,106,85 ,44,23
Roosevelt Lake (Roosevelt Dam),65,"2,120.79","1,066,971",30.21,"564,561","-2,536",0.00,2021-07-22,106,85 ,43,26
Apache Lake (Horse Mesa Dam),93,"1,907.41","227,966",6.59,"17,172","2,255",0.74,2021-07-22,106,85 ,43,26
Canyon Lake (Mormon Flat Dam),95,"1,657.72","55,232",2.78,"2,620",-400,0.70,2021-07-22,106,85 ,43,26
Saguaro Lake (Stewart Mountain Dam),92,"1,524.28","63,953",4.72,"5,812",-968,0.69,2021-07-22,106,85 ,43,26
Total Salt system,71,,"1,414,122",,"590,165","-1,649",,2021-07-22,106,85 ,43,26
Horseshoe Lake (Horseshoe Dam),5,"1,966.68","5,467",59.32,"103,750",474,1.99,2021-07-22,106,85 ,43,26
Bartlett Lake (Bartlett Dam),45,"1,753.49","80,683",44.51,"97,503",-193,0.45,2021-07-22,106,85 ,43,26
Total Verde system,30,,"86,150",,"201,253",281,,2021-07-22,106,85 ,43,26
Total Reservoir System,65,,"1,500,272",,"791,418","-1,368",,2021-07-22,106,85 ,43,26
Total system year ago,90,,,,,,,2021-07-22,106,85 ,43,26
Roosevelt Lake (Roosevelt Dam),65,"2,120.83","1,067,597",30.17,"563,935",626,2.19,2021-07-23,106,85 ,79,25
Apache Lake (Horse Mesa Dam),93,"1,907.39","227,928",6.61,"17,210",-38,0.45,2021-07-23,106,85 ,79,25
Canyon Lake (Mormon Flat Dam),95,"1,657.56","55,084",2.94,"2,768",-148,0.94,2021-07-23,106,85 ,79,25
Saguaro Lake (Stewart Mountain Dam),93,"1,524.79","64,558",4.21,"5,207",605,0.40,2021-07-23,106,85 ,79,25
Total Salt system,71,,"1,415,167",,"589,120","1,045",,2021-07-23,106,85 ,79,25
Horseshoe Lake (Horseshoe Dam),5,"1,967.31","5,918",58.69,"103,299",451,0.99,2021-07-23,106,85 ,79,25
Bartlett Lake (Bartlett Dam),45,"1,753.44","80,598",44.56,"97,588",-85,0.31,2021-07-23,106,85 ,79,25
Total Verde system,30,,"86,516",,"200,887",366,,2021-07-23,106,85 ,79,25
Total Reservoir System,66,,"1,501,683",,"790,007","1,411",,2021-07-23,106,85 ,79,25
Total system year ago,90,,,,,,,2021-07-23,106,85 ,79,25
Roosevelt Lake (Roosevelt Dam),66,"2,121.32","1,075,387",29.68,"556,145","7,790",0.53,2021-07-24,106,85 ,94,65
Apache Lake (Horse Mesa Dam),93,"1,907.30","227,678",6.70,"17,460",-250,0.60,2021-07-24,106,85 ,94,65
Canyon Lake (Mormon Flat Dam),95,"1,657.70","55,211",2.80,"2,641",127,0.88,2021-07-24,106,85 ,94,65
Saguaro Lake (Stewart Mountain Dam),91,"1,524.12","63,755",4.88,"6,010",-803,0.43,2021-07-24,106,85 ,94,65
Total Salt system,71,,"1,422,031",,"582,256","6,864",,2021-07-24,106,85 ,94,65
Horseshoe Lake (Horseshoe Dam),6,"1,968.41","6,770",57.59,"102,447",852,1.54,2021-07-24,106,85 ,94,65
Bartlett Lake (Bartlett Dam),47,"1,755.42","83,868",42.58,"94,318","3,270",1.89,2021-07-24,106,85 ,94,65
Total Verde system,32,,"90,638",,"196,765","4,122",,2021-07-24,106,85 ,94,65
Total Reservoir System,66,,"1,512,669",,"779,021","10,986",,2021-07-24,106,85 ,94,65
Total system year ago,90,,,,,,,2021-07-24,106,85 ,94,65
Roosevelt Lake (Roosevelt Dam),66,"2,121.44","1,077,287",29.56,"554,245","1,900",0.05,2021-07-25,106,85 ,94,67
Apache Lake (Horse Mesa Dam),93,"1,906.96","226,819",7.04,"18,319",-859,0.56,2021-07-25,106,85 ,94,67
Canyon Lake (Mormon Flat Dam),95,"1,657.61","55,127",2.89,"2,725",-84,1.36,2021-07-25,106,85 ,94,67
Saguaro Lake (Stewart Mountain Dam),93,"1,524.87","64,658",4.13,"5,107",903,0.70,2021-07-25,106,85 ,94,67
Total Salt system,71,,"1,423,891",,"580,396","1,860",,2021-07-25,106,85 ,94,67
Horseshoe Lake (Horseshoe Dam),7,"1,969.41","7,604",56.59,"101,613",834,0.47,2021-07-25,106,85 ,94,67
Bartlett Lake (Bartlett Dam),47,"1,755.57","84,132",42.43,"94,054",264,1.16,2021-07-25,106,85 ,94,67
Total Verde system,32,,"91,736",,"195,667","1,098",,2021-07-25,106,85 ,94,67
Total Reservoir System,66,,"1,515,627",,"776,063","2,958",,2021-07-25,106,85 ,94,67
Total system year ago,89,,,,,,,2021-07-25,106,85 ,94,67
Roosevelt Lake (Roosevelt Dam),67,"2,121.99","1,086,184",29.01,"545,348","8,897",0.02,2021-07-26,106,85 ,94,67
Apache Lake (Horse Mesa Dam),93,"1,907.02","226,972",6.98,"18,166",153,1.43,2021-07-26,106,85 ,94,67
Canyon Lake (Mormon Flat Dam),95,"1,657.19","54,743",3.31,"3,109",-384,0.80,2021-07-26,106,85 ,94,67
Saguaro Lake (Stewart Mountain Dam),93,"1,524.91","64,713",4.09,"5,052",55,0.28,2021-07-26,106,85 ,94,67
Total Salt system,71,,"1,432,612",,"571,675","8,721",,2021-07-26,106,85 ,94,67
Horseshoe Lake (Horseshoe Dam),14,"1,977.25","15,565",48.75,"93,652","7,961",0.48,2021-07-26,106,85 ,94,67
Bartlett Lake (Bartlett Dam),47,"1,755.65","84,268",42.35,"93,918",136,0.41,2021-07-26,106,85 ,94,67
Total Verde system,35,,"99,833",,"187,570","8,097",,2021-07-26,106,85 ,94,67
Total Reservoir System,67,,"1,532,445",,"759,245","16,818",,2021-07-26,106,85 ,94,67
Total system year ago,89,,,,,,,2021-07-26,106,85 ,94,67
Roosevelt Lake (Roosevelt Dam),67,"2,122.20","1,089,497",28.80,"542,035","3,313",0.00,2021-07-27,106,85 ,84,30
Apache Lake (Horse Mesa Dam),92,"1,906.59","225,881",7.41,"19,257","-1,091",0.00,2021-07-27,106,85 ,84,30
Canyon Lake (Mormon Flat Dam),96,"1,658.07","55,562",2.43,"2,290",819,0.00,2021-07-27,106,85 ,84,30
Saguaro Lake (Stewart Mountain Dam),93,"1,524.95","64,758",4.05,"5,007",45,0.00,2021-07-27,106,85 ,84,30
Total Salt system,72,,"1,435,698",,"568,589","3,086",,2021-07-27,106,85 ,84,30
Horseshoe Lake (Horseshoe Dam),20,"1,982.22","21,790",43.78,"87,427","6,225",0.00,2021-07-27,106,85 ,84,30
Bartlett Lake (Bartlett Dam),47,"1,755.65","84,261",42.35,"93,925",-7,0.00,2021-07-27,106,85 ,84,30
Total Verde system,37,,"106,051",,"181,352","6,218",,2021-07-27,106,85 ,84,30
Total Reservoir System,67,,"1,541,749",,"749,941","9,304",,2021-07-27,106,85 ,84,30
Total system year ago,89,,,,,,,2021-07-27,106,85 ,84,30
